Date,AAPL,CAD,EXC,FBNDX,GBP,GE,INTC,PFE,SPGSCI,SPY,VBTIX,XPT
1999-12-31,0.917969,0.69151511,12.39301,6.89,1.6182,309.753998,41.15625,30.775618,194.5372,146.875,9.56,442.5
2000-01-03,0.999442,0.691180536,12.080956,6.85,1.6362,300.246216,43.5,30.241936,194.2237,145.4375,9.52,442.5
2000-01-04,0.915179,0.688325991,11.991797,6.87,1.636,288.236359,41.46875,29.115274,192.3673,139.75,9.54,438.5
2000-01-05,0.928571,0.689655172,12.571327,6.84,1.6426,287.735931,41.8125,29.589659,190.5185,140.0,9.5,420.5
2000-01-06,0.848214,0.684978423,12.593616,6.86,1.6474,291.582855,39.375,30.657021,190.4214,137.75,9.53,412.5
2000-01-07,0.888393,0.686907542,12.593616,6.87,1.6393,302.873352,41.0,32.732449,188.5528,145.75,9.55,417.5
2000-01-10,0.872768,0.686907542,13.351462,6.86,1.6374,302.74826,42.875,32.673149,189.8289,146.25,9.53,418.5
2000-01-11,0.828125,0.686294695,13.262304,6.83,1.6475,303.248657,44.84375,32.258064,193.4622,144.5,9.48,419.5
2000-01-12,0.77846,0.687757909,13.373752,6.82,1.6466,304.249481,45.625,33.325428,195.7564,143.0625,9.47,420.5
2000-01-13,0.863839,0.689322396,13.774964,6.85,1.6472,307.75235,45.53125,35.104362,197.1534,145.0,9.51,425.5
2000-01-14,0.896763,0.689702738,13.730385,6.83,1.6313,302.247833,51.53125,35.104362,202.0791,146.96875,9.49,430.5
2000-01-18,0.928013,0.689417442,13.440621,6.81,1.6379,296.24292,51.0625,34.629982,205.861,145.8125,9.46,434.5
2000-01-19,0.951451,0.688705234,13.685806,6.82,1.645,297.68161,50.03125,35.104362,206.8887,147.0,9.48,449.5
2000-01-20,1.013393,0.691228313,13.4852,6.81,1.6537,292.114532,47.8125,34.526211,208.3103,144.75,9.46,441.5
2000-01-21,0.993862,0.693721818,13.864123,6.82,1.6487,288.486572,48.96875,33.266129,208.4641,144.4375,9.47,437.5
2000-01-24,0.948661,0.692616706,14.488231,6.84,1.6531,276.476715,49.40625,32.613853,206.746,140.34375,9.5,455.5
2000-01-25,1.002232,0.696233377,14.265335,6.84,1.6452,277.227325,50.78125,33.088234,209.0047,141.9375,9.5,458.5
2000-01-26,0.983817,0.694685655,14.577389,6.85,1.6403,283.107147,48.25,33.088234,206.5944,140.8125,9.51,452.5
2000-01-27,0.982143,0.696961249,14.978602,6.85,1.6396,283.732666,49.0625,32.732449,205.0038,140.25,9.52,463.75
2000-01-28,0.907366,0.691371681,14.688837,6.85,1.6201,268.21994,47.0,33.384724,204.4356,135.875,9.52,487.5
2000-01-31,0.926339,0.690655432,14.889444,6.84,1.6162,268.21994,49.46875,34.333492,206.3651,139.5625,9.49,492.5
2000-02-01,0.895089,0.69032169,14.822575,6.85,1.615,272.223236,50.71875,35.104362,209.3361,140.9375,9.51,487.5
2000-02-02,0.882254,0.696136443,14.867154,6.85,1.6088,268.345032,50.03125,34.155598,206.8966,141.0625,9.51,495.5
2000-02-03,0.922433,0.693529371,15.513552,6.88,1.5972,278.728546,52.09375,33.799809,208.716,143.1875,9.55,512.5
2000-02-04,0.964286,0.694058856,15.335235,6.86,1.5918,283.357361,52.375,33.918407,212.2114,142.59375,9.53,510.5
2000-02-07,1.018415,0.69032169,14.978602,6.83,1.598,273.22403,53.96875,35.104362,208.9809,142.375,9.49,507.5
2000-02-08,1.02567,0.692424872,15.11234,6.86,1.6113,274.349976,54.40625,35.875237,205.6049,144.3125,9.52,512.5
2000-02-09,1.00558,0.692520776,15.156919,6.84,1.6169,268.345032,52.3125,34.274193,208.2956,141.28125,9.5,555.0
2000-02-10,1.013393,0.690464683,14.956312,6.82,1.6097,271.09729,53.8125,33.206833,211.0808,141.5625,9.48,542.0
2000-02-11,0.970982,0.689512515,14.711127,6.83,1.5936,267.719543,52.9375,33.206833,210.6448,138.6875,9.49,542.0
2000-02-14,1.03404,0.686294695,14.688837,6.86,1.588,268.970551,54.9375,33.206833,212.7823,139.5,9.52,540.0
2000-02-15,1.0625,0.686766019,14.577389,6.85,1.596,275.225677,56.0,33.740513,212.4397,141.078125,9.51,551.0
2000-02-16,1.018973,0.688373374,14.53281,6.84,1.6077,271.535156,53.59375,32.020874,213.0257,139.0,9.5,560.0
2000-02-17,1.02567,0.689322396,14.354494,6.84,1.609,262.215027,55.0,32.258064,210.6807,138.28125,9.49,552.5
2000-02-18,0.993304,0.689227376,14.109308,6.86,1.6013,250.455368,52.6875,32.258064,209.7584,135.3125,9.52,510.0
2000-02-22,1.016183,0.683994528,14.198466,6.9,1.6126,259.462769,53.375,31.783682,210.5672,134.96875,9.58,528.0
2000-02-23,1.037946,0.684837693,14.399073,6.88,1.6039,261.214203,54.53125,32.258064,211.4364,136.5625,9.54,511.5
2000-02-24,1.028599,0.687947166,13.552068,6.9,1.6003,262.215027,57.125,31.368595,213.5674,133.8125,9.57,473.0
2000-02-25,0.985491,0.690846287,13.752675,6.9,1.5953,252.457016,56.625,30.716318,214.6273,133.328125,9.57,474.0
2000-02-28,1.011161,0.688752669,14.02015,6.87,1.5958,259.087463,56.1875,30.538425,214.2303,136.125,9.54,473.5
2000-02-29,1.023438,0.689797889,13.306883,6.88,1.5792,264.967285,56.5,30.479128,216.0089,137.4375,9.55,481.0
2000-03-01,1.163504,0.689797889,13.46291,6.89,1.5854,262.965637,57.9375,30.241936,222.5149,138.4375,9.56,475.0
2000-03-02,1.089286,0.686341798,13.908702,6.88,1.5766,270.721985,57.875,30.360531,222.1708,138.53125,9.56,460.0
2000-03-03,1.142857,0.689464975,14.087019,6.89,1.5778,278.97876,59.625,30.95351,221.9379,141.125,9.58,465.0
2000-03-06,1.12221,0.688041833,13.819544,6.88,1.5749,275.100586,58.6875,30.064041,224.6126,139.75,9.56,470.0
2000-03-07,1.097098,0.687143544,13.46291,6.89,1.5804,260.088257,57.875,28.462997,230.4045,137.046875,9.57,477.0
2000-03-08,1.089286,0.686813187,13.618937,6.88,1.5817,260.838898,57.46875,30.775618,217.7949,136.875,9.56,475.0
2000-03-09,1.091518,0.686153424,13.663516,6.89,1.5827,258.211731,59.1875,32.613853,219.0231,140.875,9.57,470.0
2000-03-10,1.122768,0.686153424,13.641227,6.87,1.5765,263.591156,60.09375,33.206833,216.8311,140.125,9.54,482.0
2000-03-13,1.083147,0.684181719,13.596648,6.87,1.5792,259.087463,61.0625,32.554554,216.8651,138.59375,9.54,480.0
2000-03-14,1.020089,0.682547266,13.306883,6.88,1.5776,254.20845,58.9375,31.54649,216.0046,136.625,9.56,488.0
2000-03-15,1.037946,0.681570338,13.774964,6.89,1.5732,267.344208,60.09375,33.444023,213.1748,139.8125,9.57,482.0
2000-03-16,1.085379,0.678656261,14.287625,6.89,1.5771,278.228149,62.53125,34.629982,214.0127,146.34375,9.59,484.0
2000-03-17,1.116071,0.680642527,13.730385,6.91,1.5748,279.979584,64.9375,33.977703,213.6732,146.9375,9.61,485.0
2000-03-20,1.098214,0.680688857,13.708096,6.91,1.5689,282.106323,67.5,33.206833,207.0278,146.1875,9.61,495.0
2000-03-21,1.204799,0.680457267,13.819544,6.92,1.5717,301.247009,69.21875,34.807877,208.222,149.1875,9.61,497.0
2000-03-22,1.287388,0.680040802,13.46291,6.92,1.5795,301.99765,72.03125,33.799809,207.4161,150.09375,9.61,498.0
2000-03-23,1.261719,0.680688857,13.351462,6.93,1.5867,320.262604,71.3125,33.444023,206.9933,152.65625,9.62,482.0
2000-03-24,1.238281,0.683386865,13.552068,6.9,1.5941,318.386078,69.53125,33.088234,209.3277,153.5625,9.58,481.5
2000-03-27,1.246094,0.685965153,13.306883,6.89,1.5882,316.134216,71.34375,32.969639,209.1501,151.9375,9.57,482.0
2000-03-28,1.242188,0.687899842,13.083987,6.9,1.5893,312.256042,67.84375,33.266129,207.4232,151.0625,9.57,480.0
2000-03-29,1.213728,0.686907542,13.262304,6.89,1.5936,326.267548,65.9375,34.511387,203.9219,151.21875,9.57,477.0
2000-03-30,1.122768,0.687521485,13.240014,6.92,1.5948,317.760559,63.5,34.629982,205.0197,148.6875,9.61,482.0
2000-03-31,1.212612,0.690226394,13.150856,6.93,1.5911,311.505432,65.96875,34.689278,206.8815,150.375,9.63,485.0
2000-04-03,1.19029,0.689322396,13.173146,6.94,1.5964,322.264252,65.3125,36.053131,204.6767,151.25,9.64,505.0
2000-04-04,1.136719,0.688468158,14.042439,6.97,1.5932,308.252777,66.375,37.71347,199.5348,150.125,9.69,509.5
2000-04-05,1.164063,0.689512515,14.465942,6.96,1.5847,306.876648,64.9375,36.646111,201.2274,149.1875,9.67,510.0
2000-04-06,1.117746,0.688325991,14.131598,6.95,1.5815,314.007477,64.90625,36.408916,200.0818,150.484375,9.66,521.5
2000-04-07,1.176339,0.68572996,14.153887,6.97,1.5795,317.885681,68.40625,36.824005,198.06,151.4375,9.68,511.5
2000-04-10,1.116071,0.683760684,14.755706,6.98,1.5855,319.136688,65.5625,37.77277,193.1008,150.84375,9.69,485.0
2000-04-11,1.066406,0.683293475,14.867154,6.95,1.5856,323.515289,65.375,37.77277,193.3881,150.40625,9.66,492.0
2000-04-12,0.975446,0.683667191,15.156919,6.93,1.5886,313.757294,60.9375,38.306454,199.3755,146.28125,9.63,497.0
2000-04-13,1.016183,0.679163271,15.535842,6.94,1.5866,301.247009,60.5625,37.594875,199.4815,144.25,9.65,498.5
2000-04-14,0.998884,0.677139762,15.324091,6.95,1.5868,291.739227,55.25,35.993832,197.3674,136.0,9.66,504.0
2000-04-17,1.106027,0.673400673,14.978602,6.93,1.5805,304.249481,61.5,36.053131,198.8959,140.75,9.62,504.0
2000-04-18,1.132813,0.675128274,14.599679,6.92,1.5771,313.256866,64.5,37.53558,200.1216,144.46875,9.61,504.0
2000-04-19,1.081473,0.677369098,14.510521,6.93,1.582,311.255219,59.53125,39.195919,204.1917,143.125,9.64,502.0
2000-04-20,1.061384,0.678334012,14.844864,6.93,1.5793,317.260162,57.6875,39.373814,204.2725,143.8125,9.64,500.0
2000-04-24,1.075893,0.67704807,14.978602,6.93,1.5785,324.390991,58.0625,41.271347,205.0087,142.25,9.63,488.5
2000-04-25,1.145647,0.681338148,15.402104,6.9,1.5812,332.272461,62.5,41.212048,202.8605,148.15625,9.59,476.75
2000-04-26,1.083147,0.678104021,15.558131,6.89,1.5756,326.767944,60.40625,41.271347,200.2589,146.484375,9.58,469.0
2000-04-27,1.131696,0.677231478,15.357525,6.86,1.572,323.265076,62.65625,40.559772,202.0594,146.0,9.53,483.5
2000-04-28,1.107701,0.675766996,14.867154,6.86,1.5513,314.758087,63.40625,39.966793,203.2085,145.09375,9.53,509.0
2000-05-01,1.109933,0.676132522,14.889444,6.85,1.5536,319.011597,63.5625,39.670303,205.456,147.0625,9.53,555.5
2000-05-02,1.052455,0.674445269,14.510521,6.84,1.5604,322.389374,60.59375,40.737667,210.2277,144.125,9.51,536.5
2000-05-03,1.027344,0.669523299,14.822575,6.81,1.5611,312.381165,59.53125,40.500473,208.6076,140.75,9.46,507.5
2000-05-04,0.988281,0.668762121,15.179208,6.78,1.5412,308.252777,59.78125,40.796963,209.9203,141.8125,9.42,517.5
2000-05-05,1.010045,0.6710959,15.335235,6.76,1.5303,316.259338,61.6875,42.338711,209.6032,143.53125,9.39,515.0
2000-05-08,0.983259,0.670286212,15.424394,6.74,1.5332,314.883209,58.8125,43.76186,212.6856,142.453125,9.37,502.5
2000-05-09,0.941406,0.670555891,15.60271,6.75,1.5311,313.006653,58.46875,42.338711,215.1346,141.3125,9.38,510.5
2000-05-10,0.886719,0.669926978,15.959344,6.77,1.5118,303.999268,53.03125,41.167576,215.2274,138.125,9.4,515.5
2000-05-11,0.917969,0.67199785,16.226818,6.77,1.5035,305.875824,57.78125,40.515301,219.0309,141.28125,9.41,521.5
2000-05-12,0.960938,0.673128702,15.914765,6.75,1.5202,313.757294,57.5,40.88591,220.6587,142.8125,9.37,523.0
2000-05-15,0.901786,0.672766416,15.981633,6.76,1.5054,324.2659,59.0625,41.745731,221.518,145.28125,9.38,518.5
2000-05-16,0.943638,0.673672864,15.914765,6.77,1.4932,325.76712,60.9375,42.220116,222.1301,146.6875,9.4,510.0
2000-05-17,0.905134,0.667958052,15.424394,6.76,1.4968,322.014038,61.59375,42.694496,222.4419,145.15625,9.38,509.5
2000-05-18,0.899554,0.667111408,15.424394,6.73,1.4835,319.011597,61.96875,42.872391,225.5833,143.375,9.35,516.5
2000-05-19,0.839286,0.668136567,15.491262,6.75,1.487,311.505432,58.9375,41.923622,224.7846,141.125,9.36,531.75
2000-05-22,0.803013,0.667913438,16.115372,6.77,1.4925,300.246216,59.1875,41.686432,220.7445,140.0625,9.4,555.5
2000-05-23,0.766183,0.663834307,16.115372,6.76,1.4769,300.246216,54.9375,41.923622,221.1497,138.0,9.39,547.5
2000-05-24,0.782924,0.662646611,16.405136,6.76,1.4753,304.749908,58.6875,41.982922,226.4586,140.25,9.39,563.0
2000-05-25,0.779157,0.665424541,16.115372,6.78,1.4702,304.749908,57.59375,43.317123,229.0205,137.84375,9.43,560.0
2000-05-26,0.771205,0.66529173,16.115372,6.8,1.49,297.619049,58.78125,42.813091,227.7214,138.0,9.45,545.5
2000-05-30,0.781808,0.664231152,15.781027,6.79,1.4966,307.75235,62.875,41.923622,227.7588,142.5,9.43,555.0
2000-05-31,0.75,0.668181211,15.669579,6.81,1.5014,316.009125,62.34375,42.220116,223.2031,142.8125,9.46,546.0
2000-06-01,0.795759,0.670780789,15.558131,6.84,1.4944,314.507904,64.84375,42.694496,226.1956,145.3125,9.51,551.0
2000-06-02,0.826451,0.676956404,15.513552,6.87,1.5098,316.759735,67.09375,41.330647,227.2475,147.84375,9.55,560.0
2000-06-05,0.81529,0.67608681,15.023181,6.88,1.5196,309.628906,66.28125,40.559772,226.175,147.125,9.58,565.0
2000-06-06,0.829241,0.676864762,15.156919,6.88,1.5284,307.377045,64.78125,41.212048,226.1486,146.46875,9.58,569.0
2000-06-07,0.862165,0.676361177,14.911733,6.88,1.5224,308.50296,64.46875,41.271347,224.2038,147.484375,9.58,567.0
2000-06-08,0.84654,0.677093913,15.268367,6.88,1.5108,305.500519,63.09375,41.982922,224.356,146.90625,9.57,550.0
2000-06-09,0.854911,0.678104021,15.803317,6.88,1.5096,299.495575,63.53125,43.643265,225.7123,146.59375,9.57,553.0
2000-06-12,0.814174,0.677323219,15.836751,6.89,1.5131,299.495575,62.53125,42.101517,229.2959,144.875,9.59,545.5
2000-06-13,0.84375,0.681106116,15.758738,6.89,1.5068,307.377045,65.75,43.495018,231.2818,147.59375,9.58,560.0
2000-06-14,0.807478,0.681338148,15.335235,6.91,1.499,306.251129,63.21875,44.206593,230.7885,147.84375,9.61,542.0
2000-06-15,0.824777,0.677782296,15.357525,6.91,1.5121,311.505432,64.125,44.59203,231.0364,148.15625,9.61,540.0
2000-06-16,0.814174,0.68212824,15.379815,6.94,1.5153,307.00174,63.03125,45.481499,227.3885,146.59375,9.64,540.0
2000-06-19,0.862723,0.682454105,15.268367,6.93,1.5116,301.747437,68.25,44.354839,223.9036,148.46875,9.63,557.0
2000-06-20,0.904018,0.680087051,15.134629,6.92,1.5186,306.251129,69.15625,43.880455,227.9438,147.9375,9.61,567.0
2000-06-21,0.993304,0.678702321,15.11234,6.9,1.4986,296.868439,69.5,44.473434,231.9141,147.875,9.58,580.0
2000-06-22,0.959821,0.677093913,15.023181,6.89,1.5126,292.740051,67.03125,43.406071,236.2059,145.625,9.56,580.0
2000-06-23,0.922991,0.674399784,15.09005,6.87,1.5011,299.495575,67.1875,43.52467,235.5875,144.375,9.54,567.0
2000-06-26,0.966518,0.674172453,15.246077,6.89,1.4969,299.87088,67.09375,43.880455,233.7357,146.234375,9.57,565.0
2000-06-27,0.924107,0.67558438,14.688837,6.9,1.5073,295.742523,65.6875,44.59203,236.018,145.15625,9.57,564.0
2000-06-28,0.972098,0.676452682,15.234932,6.89,1.5131,303.530151,66.1875,44.102821,234.3421,145.5625,9.56,580.0
2000-06-29,0.915179,0.674581759,15.023181,6.92,1.5188,298.744965,65.875,43.865631,237.8327,144.1875,9.6,569.0
2000-06-30,0.935268,0.675219446,14.376783,6.92,1.5141,318.260986,66.84375,45.540798,235.7137,145.28125,9.61,562.0
2000-07-03,0.952009,0.675219446,14.844864,6.93,1.5135,312.256042,68.4375,45.244308,235.4018,147.28125,9.63,554.0
2000-07-05,0.921875,0.671411307,14.488231,6.94,1.5074,299.87088,65.8125,45.007114,226.7055,144.625,9.64,542.5
2000-07-06,0.925223,0.673219335,14.666548,6.92,1.5073,301.372131,68.3125,44.176945,223.8221,145.75,9.62,538.0
2000-07-07,0.972098,0.675447484,14.711127,6.94,1.5139,308.127655,69.65625,43.46537,225.6974,148.09375,9.64,541.0
2000-07-10,1.020089,0.676589986,14.978602,6.94,1.513,314.883209,68.90625,45.362904,223.3658,147.84375,9.63,550.0
2000-07-11,1.016741,0.67585834,15.379815,6.94,1.5172,313.757294,69.40625,46.489563,223.6925,148.15625,9.63,551.0
2000-07-12,1.051339,0.674672784,15.223787,6.92,1.5064,322.764679,70.59375,45.511147,223.99,149.125,9.62,561.0
2000-07-13,1.008929,0.674854906,15.335235,6.95,1.5034,315.258514,71.59375,43.76186,227.0771,149.78125,9.65,561.0
2000-07-14,1.030134,0.673536741,15.223787,6.92,1.5006,309.253601,73.34375,42.753796,225.5531,151.25,9.62,561.0
2000-07-17,1.041295,0.674718305,15.625,6.9,1.4948,322.389374,73.15625,43.747036,222.7907,151.0,9.58,575.0
2000-07-18,1.022321,0.677323219,15.736448,6.9,1.4977,313.757294,71.5,42.575901,226.9308,149.765625,9.59,581.0
2000-07-19,0.940848,0.67704807,15.892475,6.89,1.4982,316.759735,69.0625,44.05835,224.7386,148.5625,9.58,577.0
2000-07-20,0.984375,0.678978816,15.513552,6.94,1.5116,326.142426,71.34375,42.694496,222.8449,150.625,9.65,575.0
2000-07-21,0.956473,0.679809653,15.691869,6.95,1.517,325.01651,69.09375,43.52467,218.4016,147.6875,9.66,594.0
2000-07-24,0.86942,0.682640453,15.513552,6.94,1.5153,324.2659,69.0,45.125713,214.7347,146.84375,9.64,579.0
2000-07-25,0.893973,0.68189567,15.625,6.94,1.5166,321.638733,70.4375,41.745731,214.0236,147.3125,9.65,567.25
2000-07-26,0.893973,0.682640453,15.296229,6.94,1.5155,313.006653,69.5,41.271347,214.3985,145.875,9.65,569.5
2000-07-27,0.928571,0.679255536,15.558131,6.95,1.5141,315.258514,68.5,42.323887,215.7662,145.375,9.66,567.5
2000-07-28,0.862723,0.676452682,15.513552,6.94,1.5027,305.875824,64.5625,41.627136,216.5457,142.09375,9.65,562.0
2000-07-31,0.907366,0.67281168,15.223787,6.94,1.4997,310.379517,66.75,41.152752,213.3268,143.0,9.64,580.0
2000-08-01,0.88058,0.672268908,15.625,6.95,1.492,316.759735,64.625,43.406071,215.3192,143.875,9.66,585.75
2000-08-02,0.84375,0.676041103,15.669579,6.96,1.4957,312.256042,63.3125,43.76186,218.4972,144.59375,9.67,612.0
2000-08-03,0.857143,0.673627484,16.098654,6.96,1.4977,317.510345,65.0625,42.457306,219.7058,145.59375,9.68,571.0
2000-08-04,0.845982,0.67136623,16.405136,6.98,1.5065,320.512817,62.5625,43.16888,224.1833,146.375,9.71,578.0
2000-08-07,0.856027,0.672494956,16.834209,6.97,1.5136,316.009125,62.9375,42.620377,220.2284,148.125,9.69,572.0
2000-08-08,0.834821,0.672449734,16.784058,6.98,1.505,322.764679,61.625,42.620377,221.5139,148.6875,9.71,576.5
2000-08-09,0.848214,0.674354306,16.65032,6.99,1.502,335.900452,63.5625,40.559772,225.7059,147.4375,9.71,577.0
2000-08-10,0.84933,0.674263367,16.566734,7.0,1.4976,342.28067,62.0,39.848198,229.3062,146.71875,9.74,581.0
2000-08-11,0.851563,0.674036128,16.87879,6.99,1.5015,339.653503,63.8125,40.678368,228.8826,147.40625,9.71,569.0
2000-08-14,0.840402,0.67335533,17.140692,6.99,1.5055,342.28067,66.9375,40.530125,229.9261,149.28125,9.71,569.0
2000-08-15,0.833705,0.67358211,17.452745,6.98,1.5043,343.781891,67.875,39.848198,229.0255,149.15625,9.71,565.0
2000-08-16,0.866071,0.676589986,17.296719,6.98,1.5005,341.154755,68.0625,41.212048,230.2186,148.625,9.69,573.0
2000-08-17,0.918527,0.677828238,17.385878,6.98,1.4977,340.404144,70.0625,41.745731,231.9311,150.1875,9.7,573.0
2000-08-18,0.892857,0.677644508,17.363588,6.99,1.4895,337.401672,70.5625,40.559772,233.4071,149.6875,9.7,571.5
2000-08-21,0.901786,0.676864762,17.25214,6.98,1.4872,339.653503,72.0625,41.508537,236.811,150.5,9.7,570.0
2000-08-22,0.922991,0.677185617,17.31901,6.99,1.4816,337.776978,72.125,40.322582,232.7269,150.25,9.7,574.0
2000-08-23,0.969866,0.67326466,17.475037,7.0,1.4873,347.910278,74.625,40.826614,237.0339,150.84375,9.72,573.0
2000-08-24,1.001953,0.672223716,17.274429,7.01,1.4813,353.915222,74.25,40.88591,235.7415,151.3125,9.73,577.0
2000-08-25,1.014509,0.673945276,17.051535,7.0,1.4692,355.791748,72.9375,41.567837,237.8094,151.25,9.73,577.0
2000-08-28,1.03683,0.674581759,17.341297,6.99,1.4692,360.295441,73.875,40.64872,240.9912,151.765625,9.71,587.0
2000-08-29,1.05692,0.673400673,17.029243,6.98,1.4561,359.54483,74.0625,40.381878,241.8094,151.796875,9.69,590.0
2000-08-30,1.0625,0.676864762,17.118402,6.98,1.4598,345.283142,73.5,39.848198,244.714,150.34375,9.69,597.0
2000-08-31,1.08817,0.679347826,17.190844,7.0,1.4473,352.038666,74.875,40.930386,244.3988,152.34375,9.72,588.0
2000-09-01,1.132813,0.678518116,17.229851,7.02,1.4642,351.288055,73.9375,40.94521,245.3099,152.5,9.75,592.0
2000-09-05,1.114955,0.677323219,17.430456,7.02,1.4548,347.159668,69.25,38.721539,248.3897,151.28125,9.75,597.0
2000-09-06,1.043527,0.675037127,17.764799,7.0,1.4367,354.290527,65.703125,37.832069,252.6149,149.5625,9.73,609.0
2000-09-07,1.107143,0.677460877,18.076855,6.99,1.438,354.290527,67.4375,38.247154,254.9999,150.84375,9.72,612.0
2000-09-08,1.051339,0.67704807,19.1579,7.0,1.4151,359.54483,65.375,38.425049,247.4995,149.8125,9.73,608.0
2000-09-11,1.043527,0.675447484,19.887882,6.99,1.4024,358.418915,64.6875,38.899429,253.8509,149.59375,9.71,611.0
2000-09-12,1.03125,0.675447484,20.038338,6.98,1.4066,354.665833,64.9375,38.187855,250.1206,148.5,9.71,608.2
2000-09-13,1.035714,0.674217907,20.372683,7.0,1.4094,354.665833,61.25,38.958729,246.506,148.890625,9.73,598.0
2000-09-14,1.015346,0.672585418,20.060629,6.98,1.4074,354.290527,59.625,39.255219,247.3796,149.640625,9.71,587.8
2000-09-15,0.986328,0.674399784,20.868626,6.97,1.3977,340.779449,57.515625,39.136623,252.6894,146.0,9.71,593.5
2000-09-18,1.083147,0.671862403,20.573288,6.97,1.4063,345.283142,55.8125,39.788898,255.9134,144.65625,9.7,594.5
2000-09-19,1.070313,0.674263367,19.748573,6.97,1.4091,342.28067,60.375,38.914253,253.3541,145.96875,9.7,593.7
2000-09-20,1.090123,0.673536741,19.43652,6.96,1.4105,340.028839,63.0625,38.82531,253.5347,144.890625,9.69,593.0
2000-09-21,1.012277,0.672494956,19.41423,6.97,1.4375,337.776978,61.484375,40.322582,249.5576,142.6875,9.7,584.0
2000-09-22,0.93192,0.671952695,19.993759,6.98,1.4537,344.157196,47.9375,42.042221,244.0359,145.28125,9.72,587.0
2000-09-25,0.955357,0.673174015,19.837732,6.98,1.4526,348.660889,45.375,41.864326,241.0573,144.25,9.72,583.0
2000-09-26,0.918527,0.672449734,20.528709,6.99,1.4638,348.285583,43.3125,41.271347,241.032,142.40625,9.73,570.0
2000-09-27,0.873884,0.6687174,21.136101,6.99,1.4645,356.917664,43.875,41.034157,241.6894,143.15625,9.72,571.7
2000-09-28,0.955357,0.66653336,21.353424,7.0,1.4623,354.290527,44.4375,41.449242,235.0279,145.0,9.73,576.7
2000-09-29,0.459821,0.665247472,21.604181,7.01,1.4754,347.159668,41.5625,42.620377,237.4833,143.625,9.74,576.8
2000-10-02,0.433036,0.662471017,21.955242,7.0,1.4662,351.288055,40.125,41.982922,243.5356,143.84375,9.73,573.0
2000-10-03,0.398438,0.664937828,21.085949,6.99,1.4596,354.665833,40.3125,41.982922,243.4515,142.5,9.72,570.7
2000-10-04,0.421875,0.669299244,20.328102,6.98,1.4597,353.539917,42.0,40.559772,240.8335,143.6875,9.71,573.0
2000-10-05,0.393973,0.667779633,19.837732,6.99,1.4439,358.79422,41.0,42.457306,236.7072,144.1875,9.71,584.0
2000-10-06,0.396205,0.665114732,20.194365,6.99,1.4459,356.917664,39.9375,42.338711,236.8458,141.0625,9.72,584.0
2000-10-09,0.388393,0.665468823,20.172075,6.99,1.4487,351.288055,39.0625,40.915562,241.4643,140.0,9.72,582.3
2000-10-10,0.372768,0.666089389,20.974501,7.0,1.4546,348.660889,37.5625,42.220116,247.865,137.6875,9.72,580.5
2000-10-11,0.350446,0.664319405,20.773893,7.0,1.4628,340.028839,35.375,41.864326,250.6626,136.53125,9.72,584.0
2000-10-12,0.357143,0.659674121,20.484131,7.01,1.4714,327.268372,37.125,42.338711,261.269,133.125,9.74,586.8
2000-10-13,0.393973,0.663878377,20.662447,7.01,1.4498,342.28067,40.375,40.441177,253.1617,137.5625,9.74,585.3
2000-10-16,0.383929,0.658718135,21.554029,7.0,1.4477,346.784363,35.6875,41.449242,245.4605,138.1875,9.73,577.3
2000-10-17,0.359375,0.658111221,21.977531,7.02,1.4503,334.023895,36.1875,42.635201,245.1587,134.75,9.75,573.9
2000-10-18,0.359375,0.6592827,21.353424,7.01,1.4436,333.273285,38.1875,41.508537,244.0307,134.25,9.75,579.1
2000-10-19,0.33817,0.661638216,21.420292,7.02,1.4464,334.023895,41.9375,40.796963,240.1709,139.3125,9.76,594.9
2000-10-20,0.348214,0.661638216,21.219687,7.03,1.4512,313.006653,43.0625,41.152752,243.5449,139.90625,9.78,593.5
2000-10-23,0.363839,0.66190098,21.710056,7.04,1.4537,298.744965,43.3125,43.050285,246.7687,140.53125,9.8,586.0
2000-10-24,0.337054,0.659630607,21.286554,7.04,1.45,320.512817,42.0,40.796963,244.5354,139.59375,9.78,574.7
2000-10-25,0.330357,0.659108885,21.687767,7.02,1.432,317.885681,41.3125,42.635201,241.1627,136.3125,9.76,580.3
2000-10-26,0.330357,0.655436849,20.149786,7.02,1.4364,313.006653,44.6875,43.050285,242.3501,136.6875,9.76,578.9
2000-10-27,0.331473,0.653979465,20.684736,7.0,1.455,313.757294,46.375,41.864326,237.6881,139.28125,9.75,576.5
2000-10-30,0.344866,0.653039901,21.665478,7.0,1.4493,324.2659,45.0,41.627136,237.2551,140.53125,9.74,579.2
2000-10-31,0.34933,0.656297171,21.442581,6.99,1.4477,329.144897,45.0,40.974857,236.7139,142.953125,9.74,577.5
2000-11-01,0.366071,0.651847989,21.353424,7.0,1.4516,326.893066,44.875,41.271347,239.3945,142.46875,9.75,589.0
2000-11-02,0.398438,0.653039901,20.99679,7.01,1.4433,322.389374,46.6875,40.974857,237.7022,142.703125,9.75,604.8
2000-11-03,0.397321,0.652443401,20.372683,6.99,1.4485,320.137512,45.9375,41.389942,239.5403,142.78125,9.72,599.5
2000-11-06,0.382813,0.653167864,19.926889,6.98,1.4271,327.268372,46.5625,42.220116,239.9508,143.78125,9.7,595.0
2000-11-07,0.38058,0.651890482,20.127497,6.98,1.4333,329.895508,46.1875,42.516602,243.2244,143.75,9.71,602.0
